nodeId,phyId,linkIndex,devType,nodeIdFar,phyIdFar,linkIndexFar,devTypeFar
8197,03,058,0,16386,01,006,0
8197,03,057,0,16386,01,005,0
8197,03,059,0,16386,01,007,0
8197,03,056,0,16386,01,004,0
8197,03,062,0,16386,01,015,0
8197,03,061,0,16386,01,012,0
8197,03,063,0,16386,01,014,0
8197,03,060,0,16386,01,013,0
8197,03,047,0,16386,01,031,0
8197,03,044,0,16386,01,028,0
8197,03,046,0,16386,01,030,0
8197,03,045,0,16386,01,029,0
8197,03,043,0,16386,01,022,0
8197,03,040,0,16386,01,021,0
8197,03,042,0,16386,01,023,0
8197,03,041,0,16386,01,020,0
8197,03,039,0,16386,01,027,0
8197,03,036,0,16386,01,024,0
8197,03,038,0,16386,01,026,0
8197,03,037,0,16386,01,025,0
8197,03,035,0,16386,01,018,0
8197,03,032,0,16386,01,017,0
8197,03,034,0,16386,01,019,0
8197,03,033,0,16386,01,016,0
8195,04,050,0,16387,00,050,0
8195,04,049,0,16387,00,049,0
8195,04,051,0,16387,00,051,0
8195,04,048,0,16387,00,048,0
8195,04,054,0,16387,00,059,0
8195,04,053,0,16387,00,056,0
8195,04,055,0,16387,00,058,0
8195,04,052,0,16387,00,057,0
8195,04,058,0,16387,00,054,0
8195,04,057,0,16387,00,053,0
8195,04,059,0,16387,00,055,0
8195,04,056,0,16387,00,052,0
8195,04,062,0,16387,00,063,0
8195,04,061,0,16387,00,060,0
8195,04,063,0,16387,00,062,0
8195,04,060,0,16387,00,061,0
8195,04,047,0,16387,00,047,0
8195,04,044,0,16387,00,044,0
8195,04,046,0,16387,00,046,0
8195,04,045,0,16387,00,045,0
8195,04,043,0,16387,00,038,0
8195,04,040,0,16387,00,037,0
8195,04,042,0,16387,00,039,0
8195,04,041,0,16387,00,036,0
8195,04,039,0,16387,00,043,0
8195,04,036,0,16387,00,040,0
8195,04,038,0,16387,00,042,0
8195,04,037,0,16387,00,041,0
8195,04,035,0,16387,00,034,0
8195,04,032,0,16387,00,033,0
8195,04,034,0,16387,00,035,0
